Heart,Calories,Steps,Distance,Age,Gender,Weight,Height,Activity
55,2.704319954,8,0.00366609,35,M,179,5.6,1.Sedentary
54,2.929680109,13,0.0060273,35,M,179,5.6,1.Sedentary
59,2.704319954,9,0.004163187,35,M,179,5.6,1.Sedentary
58,2.704319954,11,0.005095244,35,M,179,5.6,1.Sedentary
58,1.126799941,0,0,35,M,179,5.6,1.Sedentary
60,1.239480019,0,0,35,M,179,5.6,1.Sedentary
62,2.253599882,40,0.018516861,35,M,179,5.6,1.Sedentary
65,3.155040026,37,0.017149845,35,M,179,5.6,1.Sedentary
71,3.155040026,80,0.03709586,35,M,179,5.6,1.Sedentary
81,6.760799885,114,0.052878689,35,M,179,5.6,1.Sedentary
108,7.887599945,123,0.057041876,35,M,179,5.6,1.Sedentary
113,8.338319778,119,0.055177763,35,M,179,5.6,1.Sedentary
114,7.887599945,118,0.054742802,35,M,179,5.6,1.Sedentary
115,7.887599945,119,0.055177763,35,M,179,5.6,1.Sedentary
118,8.338319778,117,0.054245707,35,M,179,5.6,1.Sedentary
122,8.789039612,120,0.055674858,35,M,179,5.6,1.Sedentary
119,8.563679695,119,0.055177763,35,M,179,5.6,1.Sedentary
122,8.789039612,120,0.055674858,35,M,179,5.6,1.Sedentary
124,8.789039612,117,0.054245707,35,M,179,5.6,1.Sedentary
127,9.014399529,118,0.054742802,35,M,179,5.6,1.Sedentary
122,9.014399529,117,0.054245707,35,M,179,5.6,1.Sedentary
118,8.338319778,117,0.054245707,35,M,179,5.6,1.Sedentary
116,8.789039612,116,0.053810745,35,M,179,5.6,1.Sedentary
118,9.239760399,115,0.053375784,35,M,179,5.6,1.Sedentary
115,7.887599945,85,0.039394934,35,M,179,5.6,1.Sedentary
114,8.112959862,119,0.055177763,35,M,179,5.6,1.Sedentary
119,8.338319778,119,0.055177763,35,M,179,5.6,1.Sedentary
122,8.112959862,99,0.045919333,35,M,179,5.6,1.Sedentary
126,9.014399529,113,0.052443728,35,M,179,5.6,1.Sedentary
125,9.014399529,121,0.05610982,35,M,179,5.6,1.Sedentary
124,8.789039612,95,0.044055216,35,M,179,5.6,1.Sedentary
120,9.014399529,112,0.051946633,35,M,179,5.6,1.Sedentary
124,9.690480232,113,0.052443728,35,M,179,5.6,1.Sedentary
143,12.6201601,110,0.051014576,35,M,179,5.6,1.Sedentary
145,12.16944027,115,0.053375784,35,M,179,5.6,1.Sedentary
144,12.39480019,116,0.053810745,35,M,179,5.6,1.Sedentary
111,10.5919199,117,0.054245707,35,M,179,5.6,1.Sedentary
135,13.07087994,118,0.054742802,35,M,179,5.6,1.Sedentary
148,13.29623985,120,0.055674858,35,M,179,5.6,1.Sedentary
138,12.39480019,117,0.054245707,35,M,179,5.6,1.Sedentary
132,11.04263973,116,0.053810745,35,M,179,5.6,1.Sedentary
116,9.239760399,117,0.054245707,35,M,179,5.6,1.Sedentary
124,10.14120007,116,0.053810745,35,M,179,5.6,1.Sedentary
114,13.07087994,117,0.054245707,35,M,179,5.6,1.Sedentary
104,8.789039612,114,0.052878689,35,M,179,5.6,1.Sedentary
101,9.690480232,80,0.03709586,35,M,179,5.6,1.Sedentary
121,11.26799965,118,0.054742802,35,M,179,5.6,1.Sedentary
121,10.81727982,58,0.026905373,35,M,179,5.6,1.Sedentary
110,8.563679695,34,0.015720692,35,M,179,5.6,1.Sedentary
93,5.972040176,0,0,35,M,179,5.6,1.Sedentary
75,1.126799941,0,0,35,M,179,5.6,1.Sedentary
72,1.126799941,0,0,35,M,179,5.6,1.Sedentary
71,1.126799941,0,0,35,M,179,5.6,1.Sedentary
60,1.126799941,0,0,35,M,179,5.6,1.Sedentary
59,1.126799941,0,0,35,M,179,5.6,1.Sedentary
55,2.704319954,9,0.004163187,35,M,179,5.6,1.Sedentary
55,3.155040026,25,0.011557505,35,M,179,5.6,1.Sedentary
58,3.831120014,20,0.00925843,35,M,179,5.6,1.Sedentary
55,3.380399942,19,0.008761334,35,M,179,5.6,1.Sedentary
60,3.605760098,42,0.019448919,35,M,179,5.6,1.Sedentary
65,3.605760098,24,0.011122544,35,M,179,5.6,1.Sedentary
68,2.929680109,11,0.005095244,35,M,179,5.6,1.Sedentary
75,3.380399942,37,0.017149845,35,M,179,5.6,1.Sedentary
73,5.408639908,80,0.03709586,35,M,179,5.6,1.Sedentary
84,6.535439968,124,0.057538971,35,M,179,5.6,1.Sedentary
86,8.338319778,119,0.055177763,35,M,179,5.6,1.Sedentary
91,8.789039612,119,0.055177763,35,M,179,5.6,1.Sedentary
109,9.239760399,120,0.055674858,35,M,179,5.6,1.Sedentary
123,8.563679695,120,0.055674858,35,M,179,5.6,1.Sedentary
93,8.563679695,118,0.054742802,35,M,179,5.6,1.Sedentary
90,10.14120007,117,0.054245707,35,M,179,5.6,1.Sedentary
141,13.29623985,119,0.055177763,35,M,179,5.6,1.Sedentary
177,13.74695969,116,0.053810745,35,M,179,5.6,1.Sedentary
178,13.74695969,117,0.054245707,35,M,179,5.6,1.Sedentary
168,12.84552002,105,0.048715502,35,M,179,5.6,1.Sedentary
145,10.5919199,65,0.030136503,35,M,179,5.6,1.Sedentary
135,9.465120316,49,0.022742186,35,M,179,5.6,1.Sedentary
128,8.563679695,17,0.007829277,35,M,179,5.6,1.Sedentary
126,8.338319778,21,0.009693391,35,M,179,5.6,1.Sedentary
126,8.338319778,53,0.024544163,35,M,179,5.6,1.Sedentary
127,8.563679695,67,0.03106856,35,M,179,5.6,1.Sedentary
124,8.112959862,22,0.010190488,35,M,179,5.6,1.Sedentary
123,7.662240028,26,0.012054601,35,M,179,5.6,1.Sedentary
116,7.211520195,86,0.039892029,35,M,179,5.6,1.Sedentary
105,6.084720135,81,0.037592959,35,M,179,5.6,1.Sedentary
104,5.408639908,15,0.006959357,35,M,179,5.6,1.Sedentary
78,1.239480019,0,0,35,M,179,5.6,1.Sedentary
99,4.732560158,13,0.0060273,35,M,179,5.6,1.Sedentary
103,4.957920074,6,0.002734033,35,M,179,5.6,1.Sedentary
99,4.732560158,14,0.006462261,35,M,179,5.6,1.Sedentary
100,4.732560158,18,0.008326374,35,M,179,5.6,1.Sedentary
106,7.436880112,98,0.045484371,35,M,179,5.6,1.Sedentary
114,6.760799885,89,0.041259047,35,M,179,5.6,1.Sedentary
118,8.338319778,118,0.054742802,35,M,179,5.6,1.Sedentary
115,8.563679695,115,0.053375784,35,M,179,5.6,1.Sedentary
114,8.112959862,118,0.054742802,35,M,179,5.6,1.Sedentary
135,10.14120007,117,0.054245707,35,M,179,5.6,1.Sedentary
153,12.84552002,118,0.054742802,35,M,179,5.6,1.Sedentary
171,13.07087994,116,0.053810745,35,M,179,5.6,1.Sedentary
164,12.6201601,116,0.053810745,35,M,179,5.6,1.Sedentary
162,11.94408035,62,0.028769486,35,M,179,5.6,1.Sedentary
169,12.84552002,116,0.053810745,35,M,179,5.6,1.Sedentary
172,13.29623985,114,0.052878689,35,M,179,5.6,1.Sedentary
164,12.84552002,97,0.044987272,35,M,179,5.6,1.Sedentary
141,9.915840149,31,0.014353675,35,M,179,5.6,1.Sedentary
122,7.887599945,39,0.018081902,35,M,179,5.6,1.Sedentary
82,1.690199971,0,0,35,M,179,5.6,1.Sedentary
60,1.239480019,0,0,35,M,179,5.6,1.Sedentary
58,1.126799941,0,0,35,M,179,5.6,1.Sedentary
58,1.126799941,0,0,35,M,179,5.6,1.Sedentary
59,2.704319954,8,0.00366609,35,M,179,5.6,1.Sedentary
60,3.155040026,22,0.010190488,35,M,179,5.6,1.Sedentary
71,2.929680109,11,0.005095244,35,M,179,5.6,1.Sedentary
54,2.478960037,4,0.001801976,35,M,179,5.6,2.Light
58,1.239480019,0,0,35,M,179,5.6,3.Moderate
56,1.126799941,0,0,35,M,179,5.6,3.Moderate
58,3.155040026,20,0.00925843,35,M,179,5.6,2.Light
60,1.239480019,0,0,35,M,179,5.6,3.Moderate
57,1.239480019,0,0,35,M,179,5.6,3.Moderate
57,1.239480019,0,0,35,M,179,5.6,3.Moderate
56,1.239480019,0,0,35,M,179,5.6,2.Light
54,1.239480019,0,0,35,M,179,5.6,2.Light
53,1.239480019,0,0,35,M,179,5.6,2.Light
55,3.380399942,31,0.014353675,35,M,179,5.6,2.Light
59,2.704319954,8,0.00366609,35,M,179,5.6,2.Light
55,2.478960037,1,0.00043496,35,M,179,5.6,2.Light
50,2.704319954,9,0.004163187,35,M,179,5.6,2.Light
85,3.605760098,10,0.004598147,35,M,179,5.6,0.Sleep
67,1.126799941,0,0,35,M,179,5.6,0.Sleep
58,1.126799941,0,0,35,M,179,5.6,0.Sleep
58,1.126799941,0,0,35,M,179,5.6,0.Sleep
58,1.126799941,0,0,35,M,179,5.6,0.Sleep
56,1.239480019,0,0,35,M,179,5.6,0.Sleep
58,2.929680109,19,0.008761334,35,M,179,5.6,0.Sleep
62,3.155040026,21,0.009693391,35,M,179,5.6,0.Sleep
69,3.831120014,40,0.018516861,35,M,179,5.6,0.Sleep
73,3.155040026,14,0.006462261,35,M,179,5.6,0.Sleep
63,2.704319954,6,0.002734033,35,M,179,5.6,0.Sleep
65,2.929680109,12,0.005530204,35,M,179,5.6,0.Sleep
58,1.239480019,0,0,35,M,179,5.6,0.Sleep
59,2.704319954,9,0.004163187,35,M,179,5.6,0.Sleep
63,3.155040026,22,0.010190488,35,M,179,5.6,0.Sleep
60,1.126799941,0,0,35,M,179,5.6,0.Sleep
59,2.704319954,8,0.00366609,35,M,179,5.6,0.Sleep
60,2.704319954,12,0.005530204,35,M,179,5.6,0.Sleep
64,1.239480019,0,0,35,M,179,5.6,0.Sleep
68,3.155040026,20,0.00925843,35,M,179,5.6,0.Sleep
72,3.155040026,15,0.006959357,35,M,179,5.6,0.Sleep
78,3.605760098,20,0.00925843,35,M,179,5.6,0.Sleep
92,4.281839848,24,0.011122544,35,M,179,5.6,0.Sleep
99,3.718440056,0,0,35,M,179,5.6,0.Sleep
100,4.507199764,13,0.0060273,35,M,179,5.6,0.Sleep
97,1.690199971,0,0,35,M,179,5.6,0.Sleep
94,1.690199971,0,0,35,M,179,5.6,0.Sleep
94,4.056479931,12,0.005530204,35,M,179,5.6,0.Sleep
98,1.690199971,0,0,35,M,179,5.6,0.Sleep
100,4.732560158,8,0.00366609,35,M,179,5.6,0.Sleep
97,4.281839848,6,0.002734033,35,M,179,5.6,0.Sleep
97,1.690199971,0,0,35,M,179,5.6,0.Sleep
97,4.732560158,21,0.009693391,35,M,179,5.6,0.Sleep
101,4.957920074,13,0.0060273,35,M,179,5.6,0.Sleep
102,5.183279991,24,0.011122544,35,M,179,5.6,0.Sleep
105,5.633999825,32,0.014850771,35,M,179,5.6,0.Sleep
107,5.408639908,21,0.009693391,35,M,179,5.6,0.Sleep
103,5.183279991,15,0.006959357,35,M,179,5.6,0.Sleep
106,5.183279991,9,0.004163187,35,M,179,5.6,0.Sleep
107,4.619880199,0,0,35,M,179,5.6,0.Sleep
108,5.859360218,33,0.015285731,35,M,179,5.6,0.Sleep
110,5.859360218,20,0.00925843,35,M,179,5.6,0.Sleep
113,6.310080051,19,0.008761334,35,M,179,5.6,0.Sleep
112,5.521319866,0,0,35,M,179,5.6,0.Sleep
86,1.464840055,0,0,35,M,179,5.6,0.Sleep
76,1.464840055,0,0,35,M,179,5.6,0.Sleep
76,3.380399942,23,0.010625447,35,M,179,5.6,0.Sleep
78,3.155040026,10,0.004598147,35,M,179,5.6,0.Sleep
84,2.929680109,4,0.001801976,35,M,179,5.6,0.Sleep
90,4.056479931,20,0.00925843,35,M,179,5.6,0.Sleep
91,1.690199971,0,0,35,M,179,5.6,0.Sleep
88,1.464840055,0,0,35,M,179,5.6,0.Sleep
85,1.464840055,0,0,35,M,179,5.6,0.Sleep
77,3.155040026,12,0.005530204,35,M,179,5.6,0.Sleep
74,1.464840055,0,0,35,M,179,5.6,0.Sleep
76,2.929680109,7,0.00323113,35,M,179,5.6,0.Sleep
77,1.464840055,0,0,35,M,179,5.6,0.Sleep
74,3.155040026,11,0.005095244,35,M,179,5.6,0.Sleep
78,3.155040026,8,0.00366609,35,M,179,5.6,0.Sleep
76,3.155040026,27,0.012489561,35,M,179,5.6,0.Sleep
85,5.408639908,33,0.015285731,35,M,179,5.6,1.Sedentary
92,2.929680109,4,0.001801976,35,M,179,5.6,1.Sedentary
81,1.464840055,0,0,35,M,179,5.6,1.Sedentary
84,3.605760098,38,0.017584804,35,M,179,5.6,1.Sedentary
90,4.957920074,57,0.026408276,35,M,179,5.6,1.Sedentary
99,4.732560158,32,0.014850771,35,M,179,5.6,1.Sedentary
102,5.408639908,37,0.017149845,35,M,179,5.6,1.Sedentary
106,5.408639908,20,0.00925843,35,M,179,5.6,1.Sedentary
110,5.633999825,8,0.00366609,35,M,179,5.6,1.Sedentary
111,6.084720135,30,0.013918715,35,M,179,5.6,1.Sedentary
113,6.760799885,62,0.028769486,35,M,179,5.6,1.Sedentary
114,6.760799885,29,0.013421617,35,M,179,5.6,1.Sedentary
116,6.760799885,8,0.00366609,35,M,179,5.6,1.Sedentary
116,6.986159801,39,0.018081902,35,M,179,5.6,1.Sedentary
113,6.310080051,26,0.012054601,35,M,179,5.6,1.Sedentary
112,6.310080051,47,0.021810129,35,M,179,5.6,1.Sedentary
82,3.831120014,37,0.017149845,35,M,179,5.6,1.Sedentary
82,4.732560158,52,0.024109202,35,M,179,5.6,1.Sedentary
66,1.239480019,0,0,35,M,179,5.6,1.Sedentary
59,1.239480019,0,0,35,M,179,5.6,1.Sedentary
57,1.239480019,0,0,35,M,179,5.6,1.Sedentary
58,1.239480019,0,0,35,M,179,5.6,1.Sedentary
63,2.704319954,7,0.00323113,35,M,179,5.6,1.Sedentary
68,2.929680109,10,0.004598147,35,M,179,5.6,1.Sedentary
67,1.239480019,0,0,35,M,179,5.6,1.Sedentary
69,2.929680109,10,0.004598147,35,M,179,5.6,1.Sedentary
69,1.239480019,0,0,35,M,179,5.6,1.Sedentary
66,2.704319954,9,0.004163187,35,M,179,5.6,1.Sedentary
71,3.155040026,16,0.007394317,35,M,179,5.6,1.Sedentary
79,3.380399942,19,0.008761334,35,M,179,5.6,1.Sedentary
81,3.831120014,30,0.013918715,35,M,179,5.6,1.Sedentary
85,4.507199764,27,0.012489561,35,M,179,5.6,1.Sedentary
88,3.831120014,17,0.007829277,35,M,179,5.6,1.Sedentary
90,4.281839848,40,0.018516861,35,M,179,5.6,1.Sedentary
66,1.239480019,0,0,35,M,179,5.6,1.Sedentary
61,3.605760098,32,0.014850771,35,M,179,5.6,1.Sedentary
74,4.732560158,30,0.013918715,35,M,179,5.6,1.Sedentary
87,3.605760098,26,0.012054601,35,M,179,5.6,1.Sedentary
93,5.408639908,64,0.029701542,35,M,179,5.6,1.Sedentary
100,6.986159801,79,0.036660898,35,M,179,5.6,1.Sedentary
97,4.281839848,30,0.013918715,35,M,179,5.6,1.Sedentary
98,4.281839848,12,0.005530204,35,M,179,5.6,1.Sedentary
64,1.239480019,0,0,35,M,179,5.6,1.Sedentary
54,1.126799941,0,0,35,M,179,5.6,1.Sedentary
54,1.126799941,0,0,35,M,179,5.6,1.Sedentary
57,4.957920074,34,0.015720692,35,M,179,5.6,1.Sedentary
64,4.507199764,66,0.0306336,35,M,179,5.6,1.Sedentary
71,3.831120014,70,0.032435577,35,M,179,5.6,1.Sedentary
78,7.662240028,119,0.055177763,35,M,179,5.6,1.Sedentary
87,7.436880112,119,0.055177763,35,M,179,5.6,1.Sedentary
117,8.112959862,119,0.055177763,35,M,179,5.6,1.Sedentary
120,8.338319778,118,0.054742802,35,M,179,5.6,1.Sedentary
120,8.338319778,116,0.053810745,35,M,179,5.6,1.Sedentary
130,9.239760399,117,0.054245707,35,M,179,5.6,1.Sedentary
132,9.465120316,117,0.054245707,35,M,179,5.6,1.Sedentary
149,10.5919199,116,0.053810745,35,M,179,5.6,1.Sedentary
170,12.84552002,116,0.053810745,35,M,179,5.6,1.Sedentary
172,13.07087994,116,0.053810745,35,M,179,5.6,1.Sedentary
172,13.07087994,115,0.053375784,35,M,179,5.6,1.Sedentary
173,13.29623985,115,0.053375784,35,M,179,5.6,1.Sedentary
170,12.84552002,109,0.050579615,35,M,179,5.6,1.Sedentary
169,12.84552002,115,0.053375784,35,M,179,5.6,1.Sedentary
173,13.29623985,109,0.050579615,35,M,179,5.6,1.Sedentary
173,13.29623985,116,0.053810745,35,M,179,5.6,1.Sedentary
170,12.84552002,91,0.042191103,35,M,179,5.6,1.Sedentary
158,11.71872044,81,0.037592959,35,M,179,5.6,1.Sedentary
168,12.84552002,90,0.041756146,35,M,179,5.6,1.Sedentary
165,12.39480019,104,0.048218403,35,M,179,5.6,1.Sedentary
165,12.39480019,115,0.053375784,35,M,179,5.6,1.Sedentary
168,12.39480019,121,0.05610982,35,M,179,5.6,1.Sedentary
173,13.29623985,122,0.056606915,35,M,179,5.6,1.Sedentary
170,13.07087994,115,0.053375784,35,M,179,5.6,1.Sedentary
173,13.29623985,116,0.053810745,35,M,179,5.6,1.Sedentary
176,13.52159977,118,0.054742802,35,M,179,5.6,1.Sedentary
173,13.29623985,116,0.053810745,35,M,179,5.6,1.Sedentary
168,12.84552002,117,0.054245707,35,M,179,5.6,1.Sedentary
158,11.49335957,118,0.054742802,35,M,179,5.6,1.Sedentary
138,9.690480232,67,0.03106856,35,M,179,5.6,1.Sedentary
128,8.563679695,14,0.006462261,35,M,179,5.6,1.Sedentary
124,7.54956007,0,0,35,M,179,5.6,1.Sedentary
87,3.831120014,15,0.006959357,35,M,179,5.6,1.Sedentary
88,1.352159977,0,0,35,M,179,5.6,1.Sedentary
87,1.352159977,0,0,35,M,179,5.6,1.Sedentary
80,1.464840055,0,0,35,M,179,5.6,1.Sedentary
84,1.464840055,0,0,35,M,179,5.6,1.Sedentary
68,1.126799941,0,0,35,M,179,5.6,1.Sedentary
58,2.704319954,10,0.004598147,35,M,179,5.6,1.Sedentary
59,2.929680109,16,0.007394317,35,M,179,5.6,1.Sedentary
62,1.239480019,0,0,35,M,179,5.6,1.Sedentary
62,1.239480019,0,0,35,M,179,5.6,1.Sedentary
62,1.239480019,0,0,35,M,179,5.6,1.Sedentary
61,1.239480019,0,0,35,M,179,5.6,1.Sedentary
59,1.239480019,0,0,35,M,179,5.6,1.Sedentary
59,1.239480019,0,0,35,M,179,5.6,1.Sedentary
55,1.239480019,0,0,35,M,179,5.6,1.Sedentary
56,2.704319954,7,0.00323113,35,M,179,5.6,1.Sedentary
57,2.929680109,14,0.006462261,35,M,179,5.6,1.Sedentary
60,2.704319954,4,0.001801976,35,M,179,5.6,1.Sedentary
65,1.239480019,0,0,35,M,179,5.6,1.Sedentary
65,1.239480019,0,0,35,M,179,5.6,1.Sedentary
64,1.239480019,0,0,35,M,179,5.6,1.Sedentary
61,1.126799941,0,0,35,M,179,5.6,1.Sedentary
58,1.239480019,0,0,35,M,179,5.6,1.Sedentary
62,1.239480019,0,0,35,M,179,5.6,1.Sedentary
62,1.239480019,0,0,35,M,179,5.6,1.Sedentary
62,3.380399942,25,0.011557505,35,M,179,5.6,1.Sedentary
66,2.704319954,9,0.004163187,35,M,179,5.6,1.Sedentary
60,1.239480019,0,0,35,M,179,5.6,1.Sedentary
59,1.239480019,0,0,35,M,179,5.6,1.Sedentary
57,1.239480019,0,0,35,M,179,5.6,1.Sedentary
60,2.704319954,11,0.005095244,35,M,179,5.6,1.Sedentary
64,2.704319954,4,0.001801976,35,M,179,5.6,1.Sedentary
63,2.704319954,4,0.001801976,35,M,179,5.6,1.Sedentary
64,1.239480019,0,0,35,M,179,5.6,1.Sedentary
67,2.929680109,13,0.0060273,35,M,179,5.6,1.Sedentary
61,2.704319954,12,0.005530204,35,M,179,5.6,1.Sedentary
64,2.704319954,4,0.001801976,35,M,179,5.6,1.Sedentary
59,1.239480019,0,0,35,M,179,5.6,1.Sedentary
61,1.239480019,0,0,35,M,179,5.6,1.Sedentary
58,1.239480019,0,0,35,M,179,5.6,1.Sedentary
61,1.126799941,0,0,35,M,179,5.6,1.Sedentary
58,1.126799941,0,0,35,M,179,5.6,1.Sedentary
57,1.239480019,0,0,35,M,179,5.6,1.Sedentary
57,1.126799941,0,0,35,M,179,5.6,1.Sedentary
58,1.239480019,0,0,35,M,179,5.6,1.Sedentary
60,2.704319954,7,0.00323113,35,M,179,5.6,1.Sedentary
56,2.704319954,10,0.004598147,35,M,179,5.6,1.Sedentary
58,1.126799941,0,0,35,M,179,5.6,1.Sedentary
61,1.239480019,0,0,35,M,179,5.6,1.Sedentary
75,2.929680109,8,0.00366609,35,M,179,5.6,1.Sedentary
79,2.929680109,6,0.002734033,35,M,179,5.6,1.Sedentary
69,1.464840055,0,0,35,M,179,5.6,1.Sedentary
58,1.126799941,0,0,35,M,179,5.6,1.Sedentary
59,1.126799941,0,0,35,M,179,5.6,1.Sedentary
62,1.239480019,0,0,35,M,179,5.6,1.Sedentary
67,1.126799941,0,0,35,M,179,5.6,1.Sedentary
63,4.732560158,50,0.023177145,35,M,179,5.6,1.Sedentary
74,4.056479931,50,0.023177145,35,M,179,5.6,1.Sedentary
78,3.155040026,18,0.008326374,35,M,179,5.6,1.Sedentary
63,2.704319954,8,0.00366609,35,M,179,5.6,1.Sedentary
64,1.239480019,0,0,35,M,179,5.6,1.Sedentary
68,1.239480019,0,0,35,M,179,5.6,1.Sedentary
71,1.464840055,0,0,35,M,179,5.6,1.Sedentary
70,1.464840055,0,0,35,M,179,5.6,1.Sedentary
71,1.352159977,0,0,35,M,179,5.6,1.Sedentary
71,1.464840055,0,0,35,M,179,5.6,1.Sedentary
70,1.464840055,0,0,35,M,179,5.6,1.Sedentary
70,1.464840055,0,0,35,M,179,5.6,1.Sedentary
65,1.239480019,0,0,35,M,179,5.6,1.Sedentary
67,1.239480019,0,0,35,M,179,5.6,1.Sedentary
69,2.929680109,7,0.00323113,35,M,179,5.6,1.Sedentary
65,2.704319954,9,0.004163187,35,M,179,5.6,1.Sedentary
66,1.239480019,0,0,35,M,179,5.6,1.Sedentary
60,1.239480019,0,0,35,M,179,5.6,1.Sedentary
60,1.126799941,0,0,35,M,179,5.6,1.Sedentary
60,1.239480019,0,0,35,M,179,5.6,1.Sedentary
62,1.239480019,0,0,35,M,179,5.6,1.Sedentary
62,1.239480019,0,0,35,M,179,5.6,1.Sedentary
61,1.126799941,0,0,35,M,179,5.6,1.Sedentary
61,2.929680109,15,0.006959357,35,M,179,5.6,1.Sedentary
64,1.239480019,0,0,35,M,179,5.6,1.Sedentary
62,1.126799941,0,0,35,M,179,5.6,1.Sedentary
64,1.239480019,0,0,35,M,179,5.6,1.Sedentary
64,1.239480019,0,0,35,M,179,5.6,1.Sedentary
65,1.239480019,0,0,35,M,179,5.6,1.Sedentary
61,1.126799941,0,0,35,M,179,5.6,1.Sedentary
61,1.239480019,0,0,35,M,179,5.6,1.Sedentary
60,1.126799941,0,0,35,M,179,5.6,1.Sedentary
58,2.704319954,7,0.00323113,35,M,179,5.6,1.Sedentary
60,2.929680109,15,0.006959357,35,M,179,5.6,1.Sedentary
63,2.478960037,9,0.004163187,35,M,179,5.6,1.Sedentary
64,2.704319954,8,0.00366609,35,M,179,5.6,1.Sedentary
66,3.605760098,69,0.032000616,35,M,179,5.6,1.Sedentary
76,3.605760098,53,0.024544163,35,M,179,5.6,1.Sedentary
84,6.535439968,96,0.044552315,35,M,179,5.6,1.Sedentary
98,7.211520195,107,0.049647558,35,M,179,5.6,1.Sedentary
103,7.662240028,111,0.051511671,35,M,179,5.6,1.Sedentary
115,8.112959862,110,0.051014576,35,M,179,5.6,1.Sedentary
115,7.211520195,110,0.051014576,35,M,179,5.6,1.Sedentary
106,8.112959862,108,0.05008252,35,M,179,5.6,1.Sedentary
119,8.112959862,99,0.045919333,35,M,179,5.6,1.Sedentary
125,8.789039612,99,0.045919333,35,M,179,5.6,1.Sedentary
125,7.774919987,0,0,35,M,179,5.6,1.Sedentary
124,7.54956007,0,0,35,M,179,5.6,1.Sedentary
124,7.662240028,7,0.00323113,35,M,179,5.6,1.Sedentary
119,6.648119926,0,0,35,M,179,5.6,1.Sedentary
113,5.408639908,0,0,35,M,179,5.6,1.Sedentary
97,4.281839848,9,0.004163187,35,M,179,5.6,1.Sedentary
97,1.690199971,0,0,35,M,179,5.6,1.Sedentary
94,4.056479931,16,0.007394317,35,M,179,5.6,1.Sedentary
95,4.281839848,13,0.0060273,35,M,179,5.6,1.Sedentary
91,1.690199971,0,0,35,M,179,5.6,1.Sedentary
84,1.464840055,0,0,35,M,179,5.6,1.Sedentary
84,1.464840055,0,0,35,M,179,5.6,1.Sedentary
87,1.352159977,0,0,35,M,179,5.6,1.Sedentary
89,6.986159801,55,0.025476219,35,M,179,5.6,1.Sedentary
100,4.957920074,54,0.02504126,35,M,179,5.6,1.Sedentary
109,5.859360218,33,0.015285731,35,M,179,5.6,1.Sedentary
112,6.535439968,53,0.024544163,35,M,179,5.6,2.Light
117,8.338319778,111,0.051511671,35,M,179,5.6,2.Light
130,9.690480232,112,0.051946633,35,M,179,5.6,2.Light
144,10.81727982,111,0.051511671,35,M,179,5.6,3.Moderate
118,9.014399529,112,0.051946633,35,M,179,5.6,3.Moderate
119,7.887599945,38,0.017584804,35,M,179,5.6,3.Moderate
121,6.873479843,0,0,35,M,179,5.6,3.Moderate
120,6.648119926,0,0,35,M,179,5.6,3.Moderate
120,6.760799885,0,0,35,M,179,5.6,3.Moderate
108,5.070600033,0,0,35,M,179,5.6,3.Moderate
95,1.577520013,0,0,35,M,179,5.6,3.Moderate
84,1.464840055,0,0,35,M,179,5.6,3.Moderate
74,1.352159977,0,0,35,M,179,5.6,3.Moderate
73,1.464840055,0,0,35,M,179,5.6,3.Moderate
70,1.352159977,0,0,35,M,179,5.6,2.Light
71,1.464840055,0,0,35,M,179,5.6,3.Moderate
74,3.155040026,13,0.0060273,35,M,179,5.6,3.Moderate
71,3.155040026,12,0.005530204,35,M,179,5.6,3.Moderate
64,1.239480019,0,0,35,M,179,5.6,3.Moderate
65,2.929680109,10,0.004598147,35,M,179,5.6,2.Light
66,2.704319954,4,0.001801976,35,M,179,5.6,0.Sleep
67,1.239480019,0,0,35,M,179,5.6,0.Sleep
71,4.507199764,26,0.012054601,35,M,179,5.6,0.Sleep
77,3.155040026,14,0.006462261,35,M,179,5.6,0.Sleep
78,3.155040026,8,0.00366609,35,M,179,5.6,0.Sleep
75,1.464840055,0,0,35,M,179,5.6,0.Sleep
69,1.464840055,0,0,35,M,179,5.6,0.Sleep
67,1.239480019,0,0,35,M,179,5.6,0.Sleep
70,1.352159977,0,0,35,M,179,5.6,0.Sleep
68,2.929680109,10,0.004598147,35,M,179,5.6,0.Sleep
68,1.239480019,0,0,35,M,179,5.6,0.Sleep
71,3.155040026,16,0.007394317,35,M,179,5.6,0.Sleep
75,4.056479931,42,0.019448919,35,M,179,5.6,0.Sleep
77,1.464840055,0,0,35,M,179,5.6,0.Sleep
83,3.380399942,7,0.00323113,35,M,179,5.6,0.Sleep
93,4.507199764,30,0.013918715,35,M,179,5.6,0.Sleep
71,2.929680109,7,0.00323113,35,M,179,5.6,0.Sleep
64,2.704319954,6,0.002734033,35,M,179,5.6,0.Sleep
65,2.704319954,8,0.00366609,35,M,179,5.6,0.Sleep
66,3.155040026,18,0.008326374,35,M,179,5.6,0.Sleep
72,1.464840055,0,0,35,M,179,5.6,0.Sleep
73,2.929680109,9,0.004163187,35,M,179,5.6,0.Sleep
79,3.380399942,16,0.007394317,35,M,179,5.6,0.Sleep
86,3.605760098,8,0.00366609,35,M,179,5.6,0.Sleep
124,8.563679695,58,0.026905373,35,M,179,5.6,1.Sedentary
130,9.014399529,33,0.015285731,35,M,179,5.6,1.Sedentary
128,8.563679695,9,0.004163187,35,M,179,5.6,1.Sedentary
